Point_ID,Y,Z
180,297.5,186.41942314886495
181,297.50498200589186,186.48016825223237
182,299.12945913234546,196.31709674218794
183,299.14088482691307,196.36574277914028
184,301.94120771025,205.49202053388066
185,301.961907407566,205.54479304287057
186,305.3717212293167,212.60575596216995
187,305.3752831648738,212.61293422020776
188,306.89191390244235,215.58873196647048
189,306.92196956691964,215.6378986083032
190,312.8577151769688,223.84711107344117
191,312.88981270592757,223.885733167557
192,316.82610596544225,228.02090722423503
193,316.84073380775726,228.035447891792
194,320.64602911847584,231.61461713405214
195,320.6752011495329,231.63936402130489
196,326.51714411078166,236.10108916100404
197,326.53440815556354,236.113512125744
198,328.2761456561365,237.29302778677746
199,329.938596245215,238.4087886074411
200,329.99998348442324,238.43428921366367
201,330.06131805863777,238.4086591471633
202,333.4652603265436,236.1137091847557
203,333.48316187288316,236.10085546905952
204,339.3247988504671,231.63936402130489
205,339.35397088152416,231.6146171340521
206,343.15926619224285,228.035447891792
207,343.17389403455786,228.02090722423503
208,347.1101872940725,223.885733167557
209,347.1422848230313,223.84711107344117
210,353.0780304330804,215.63789860830312
211,353.1080860975576,215.58873196647065
212,354.62471683512746,212.61293422020566
213,354.6282787706815,212.60575596217407
214,358.0380925924342,205.54479304287
215,358.05879228974993,205.49202053388092
216,360.85911517308693,196.36574277914028
217,360.87054086765454,196.31709674218794
218,362.4867559778848,186.53019841975404
219,362.4846003285096,186.48967412529493
220,362.48354586120524,186.44999334317305
221,362.48461472897475,66.52355922390275
222,362.47907548359825,66.4957115568648
223,362.47907548359825,66.20428844313776
224,362.4846153846154,66.17643747997187
225,362.4846153846154,36.696892800001116
226,362.54146921371535,36.41106929968833
227,362.70337522091603,36.16875983630169
228,362.94568468430265,36.006853829101054
229,363.23150818461545,35.95000000000111
230,364.9699999999997,35.9500000000012
231,378.96999999999963,35.9500000000012
232,380.89643747997036,35.950000000001104
233,380.9577951922025,35.93779519220399
234,380.9699999999997,35.876437479971685
235,380.9699999999997,32.42356252003048
236,380.9564813373509,32.355599613415414
237,380.9179834432457,32.297983443247105
238,380.4220165567536,31.802016556755092
239,380.24361238584737,31.682810700839852
240,380.06601389506454,31.516471562236603
241,379.9513084969611,31.301872856263056
242,379.911670992784,31.061792033992273
243,379.911670992784,28.973562520030526
244,379.87638688479996,28.79617733051784
245,379.8620355490791,28.65046577365427
246,379.8620355490791,28.549534226347962
247,379.87638688479996,28.40382266948441
248,379.911670992784,28.2264374799717
249,379.911670992784,25.773562520030527
250,379.87638688479996,25.59617733051784
251,379.8620355490791,25.45046577365427
252,379.8620355490791,25.343203707621456
253,379.8788564176326,25.185584452434
254,379.8996495105757,25.089273544812546
255,380.0421418759256,24.785808091733102
256,380.30301973870775,24.575241959351942
257,380.62972144202223,24.5
258,381.4264374799707,24.5
259,381.48779519220284,24.4877951922029
260,381.5,24.426437479970602
261,381.5,22.119073031127108
262,381.54948150734725,21.851741133344166
263,381.69136974830184,21.619830611331068
264,381.9068645843774,21.45406952190906
265,382.16741303095654,21.376421146995224
266,406.5809070404996,18.763650740183035
267,406.8433027076387,18.78215441509549
268,407.0830100441398,18.890479227332605
269,407.2702964823938,19.07518889726025
270,407.9496737132289,20.036324483064327
271,407.9814366171339,20.07537611856095
272,409.65756341110193,21.873286758950726
273,409.6849421032951,21.899800778728277
274,410.83265436426655,22.90291716300532
275,410.8884745271704,22.9432529146141
276,411.996961503304,23.5975047986725
277,412.1087633154231,23.678281136477633
278,412.7474659386207,24.2363590986514
279,412.82404817244566,24.288038862801198
280,415.0985381375792,25.440913499984273
281,415.11917988825377,25.45059574970122
282,415.542750272579,25.6337134591214
283,415.5666212048049,25.643074070716093
284,416.2912506536742,25.898881080898935
285,416.30427765834474,25.903212232425833
286,417.40708959338883,26.247489874789345
287,417.41926831380215,26.251406624471507
288,417.50387092565927,26.279417063400704
289,417.53130350719607,26.28734899837585
290,418.29515944364107,26.47687801116265
291,418.4809292500235,26.47455761637704
292,418.96085394153573,26.342669337424482
293,418.96287218133676,26.342117743360316
294,420.1287141029496,26.025242103809497
295,420.16126916468266,26.014368137403288
296,420.20359050414635,26.00161107450268
297,420.2475670497293,25.989762676339996
298,420.3067622360317,25.968306981224043
299,420.4711490268986,25.892461366015503
300,420.50747200191626,25.8768547665419
301,422.33315346703176,25.14904254391479
302,422.3703772656514,25.13177440744891
303,423.95642784906306,24.28709245757702
304,424.02637430373017,24.238853753941825
305,428.7675576948318,20.09615906458632
306,428.8428104493545,20.00559670446003
307,430.9572278541562,16.429695180025842
308,430.97355223501324,16.39888806660396
309,431.84398165724787,14.552617780507981
310,431.8549701279275,14.530282778346896
311,431.8773293431224,14.486685260040185
312,431.90491155467436,14.4159453859719
313,432.09955836736793,13.711752550171854
314,432.10047822521756,13.708454153358984
315,432.44480938320226,12.484611596645825
316,432.4568902681532,12.420751443452172
317,432.5636463821218,11.353236726213407
318,432.5640723969509,11.349093472136483
319,432.82354947806914,8.892852103455903
320,432.9453742953189,8.556240514493958
321,432.98671321483687,8.494399454246436
322,433.000248612194,8.42645269427858
323,433.00193088150723,3.2135135135135133
324,433.0021373953949,2.5735777267370663
325,432.9899483751248,2.512208824013019
326,432.9285834091191,2.5
327,429.75777296353715,2.5
328,429.47194946322435,2.4431461709000457
329,429.22963999983773,2.2812401636994073
330,429.0677339926371,2.038930700312771
331,429.01088016353714,1.7531071999999979
332,429.01088016353714,-0.4264374799708676
333,428.99867535574,-0.48779519220316553
334,428.9373176435078,-0.5000000000002661
335,423.76871963819724,-0.5000000000002659
336,423.48289613788444,-0.5568538291002201
337,423.2405866744978,-0.7187598363008586
338,423.0786806672972,-0.9610692996874945
339,423.0218268381972,-1.246892800000268
340,423.0218268381972,-2.753107200000268
341,423.0786806672972,-3.038930700313041
342,423.2405866744978,-3.2812401636996773
343,423.48289613788444,-3.4431461709003157
344,423.76871963819724,-3.50000000000027
345,431.82145142854597,-3.50000000000027
346,431.9120233832549,-3.511193375328469
347,432.24860730885945,-3.5956774801212723
348,432.4063375067598,-3.680144699158164
349,432.6293467715279,-3.882706508232447
350,432.7284522583419,-4.031339671213229
351,432.84546842395815,-4.3592658951776295
352,432.86531497294254,-4.447808757438645
353,433.1598442628644,-7.435885959701533
354,433.15966819861757,-7.4373681313860525
355,433.162187353035,-7.470786915839878
356,433.2897243325205,-11.524663558080624
357,433.2880091922559,-11.573992116851194
358,432.8652861821091,-15.746725802883374
359,432.8493756845853,-15.822971141709214
360,432.6715234690343,-16.377267262846658
361,432.61282466933835,-16.489442112448213
362,432.343807888477,-16.8406042029403
363,432.30054580160123,-16.91303185858657
364,432.1482721130153,-17.11256609251618
365,432.08592034605346,-17.17723869919493
366,431.8762443084905,-17.450940121986896
367,431.74692370424316,-17.55722950985917
368,431.4483542614093,-17.704719344799887
369,431.3035825602061,-17.798442927341878
370,431.2570752556992,-17.836846484381937
371,431.1097443965873,-17.91072594023778
372,431.0346973017446,-17.92904112311567
373,430.880982452338,-17.984994424780226
374,430.86095649578544,-17.99488701458592
